	referenced_tweets	id	conversation_id	author_id	lang	text	created_at	reply_settings	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	geo.coordinates.type	geo.coordinates.coordinates
2491	[{'type': 'retweeted', 'id': '1633555853310586882'}]	1633639843765821441	1633639843765821441	47708754	en	RT @ChrisVanHollen: DC deserves statehood. But until that happens, I won’t stopping fighting for the right to self-determination &amp; full dem…	2023-03-09T01:24:24.000Z	everyone	['1633639843765821441']	55	0	0	0	0				
2492	[{'type': 'retweeted', 'id': '1633629960387567616'}]	1633639642355384323	1633639642355384323	80891158	en	RT @igorbobic: “And if Republicans are finally ready to address crime instead of blow hot air, then John is ready to work with them. John s…	2023-03-09T01:23:36.000Z	everyone	['1633639642355384323']	39	0	0	0	0				
2493	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633639551418654721	1633639551418654721	1292174302767439873	en	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	2023-03-09T01:23:15.000Z	everyone	['1633639551418654721']	80	0	0	0	0				
2494	[{'type': 'retweeted', 'id': '1633600515430043648'}]	1633639347617665024	1633639347617665024	1525977712443019264	en	RT @NotoriousPBG: Senate Dems supported DC statehood when it would give them a political advantage. But now that Biden needs to seem toughe…	2023-03-09T01:22:26.000Z	everyone	['1633639347617665024']	12	0	0	0	0				
2495	[{'type': 'retweeted', 'id': '1633610554106413057'}]	1633639346795425798	1633639346795425798	1342666448469159936	en	RT @Daark_web: 🇷🇺#Lavrov: #Iraq, #Libya, #Syria &amp; #Afghanistan suffered from armed ventures &amp; neo-colonial aspirations, which undermined th…	2023-03-09T01:22:26.000Z	everyone	['1633639346795425798']	11	0	0	0	0				
2496	[{'type': 'quoted', 'id': '1633625550135631872'}]	1633639324418818049	1633639324418818049	1275502956734005248	en	This just doesn't track with a party that either learned lessons from 2022 (handing the GOP more righteousness on crime doesn’t help) or genuinely believes in DC statehood/expanded rights - immensely disappointing https://t.co/BLwPQILSIG	2023-03-09T01:22:21.000Z	everyone	['1633639324418818049']	1	1	13	0	997				
2497	[{'type': 'retweeted', 'id': '1633525424977240085'}]	1633639254541697032	1633639254541697032	61346752	en	RT @ChmnMendelson: We’re standing up for Statehood and telling Congress to keep their #HandsOffDC! https://t.co/AZa1QsiNeD	2023-03-09T01:22:04.000Z	everyone	['1633639254541697032']	4	0	0	0	0				
2498	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633639165844914177	1633639165844914177	1439958671254081540	en	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	2023-03-09T01:21:43.000Z	everyone	['1633639165844914177']	80	0	0	0	0				
2499	[{'type': 'retweeted', 'id': '1633116276443758593'}]	1633639161298292736	1633639161298292736	1599428166	en	RT @ShenanVirgen: @kangaroos991 @jbminatra It’s long overdue for Puerto Rico and residential Washington DC to become states. They are not s…	2023-03-09T01:21:42.000Z	everyone	['1633639161298292736']	4	0	0	0	0				
2500	[{'type': 'replied_to', 'id': '1633638898956918784'}]	1633639084991168512	1633638898956918784	14007532	en	"More FETTERMAN spox @the_vello on the Senate DC crime bill vote: “And if republicans are finally ready to address crime instead of blow hot air, then John is ready to work with them. John supports DC statehood and self governance. If he were here, he would vote accordingly."""	2023-03-09T01:21:24.000Z	everyone	['1633639084991168512']	14	19	55	2	12550	14007532			
2501	[{'type': 'retweeted', 'id': '1633550611433005068'}]	1633639072102064129	1633639072102064129	888203517588099072	en	RT @equalityAlec: The political significance of this development is enormous, not just for DC statehood.  Biden's move--and support of Dem…	2023-03-09T01:21:20.000Z	everyone	['1633639072102064129']	121	0	0	0	0				
2502	[{'type': 'retweeted', 'id': '1633629960387567616'}]	1633638996168572928	1633638996168572928	1180131995873095687	en	RT @igorbobic: “And if Republicans are finally ready to address crime instead of blow hot air, then John is ready to work with them. John s…	2023-03-09T01:21:02.000Z	everyone	['1633638996168572928']	39	0	0	0	0				
2503	[{'type': 'retweeted', 'id': '1633634643290341379'}]	1633638810691985411	1633638810691985411	65656355	en	RT @eafjd: 📌 Today - on International Women’s day, we honor the Armenian women, who, throughout the centuries, have fought against injustic…	2023-03-09T01:20:18.000Z	everyone	['1633638810691985411']	8	0	0	0	0				
2504	[{'type': 'retweeted', 'id': '1633587310095745029'}]	1633638793852108802	1633638793852108802	1521518012779483139	en	RT @TomFitton: Leftists belittle police on eve of Senate vote to squelch DC soft-on-crime bill https://t.co/WZg49YylqD #FoxNews	2023-03-09T01:20:14.000Z	everyone	['1633638793852108802']	62	0	0	0	0				
2505	[{'type': 'retweeted', 'id': '1633448782170923008'}]	1633638747706212356	1633638747706212356	16338705	en	RT @jeremiah4dc: We need a statehood movement/operation that is able to go on the offensive for pro-home rule politicians, and not leave th…	2023-03-09T01:20:03.000Z	everyone	['1633638747706212356']	2	0	0	0	0				
2506	[{'type': 'replied_to', 'id': '1633627388046364674'}]	1633638553434443777	1633627388046364674	1261286357772709889	en	@cuneytdil @AndrewSolender Pretty much obliterates the argument for DC statehood	2023-03-09T01:19:17.000Z	everyone	['1633638553434443777']	0	2	39	0	2428	301789519			
2507	[{'type': 'retweeted', 'id': '1633629960387567616'}]	1633638467925147648	1633638467925147648	17466132	en	RT @igorbobic: “And if Republicans are finally ready to address crime instead of blow hot air, then John is ready to work with them. John s…	2023-03-09T01:18:56.000Z	everyone	['1633638467925147648']	39	0	0	0	0				
2508	[{'type': 'retweeted', 'id': '1633634643290341379'}]	1633638377177186306	1633638377177186306	1583853702011621377	en	RT @eafjd: 📌 Today - on International Women’s day, we honor the Armenian women, who, throughout the centuries, have fought against injustic…	2023-03-09T01:18:35.000Z	everyone	['1633638377177186306']	8	0	0	0	0				
2509	[{'type': 'retweeted', 'id': '1633555853310586882'}]	1633638207744102401	1633638207744102401	1382310283562127368	en	RT @ChrisVanHollen: DC deserves statehood. But until that happens, I won’t stopping fighting for the right to self-determination &amp; full dem…	2023-03-09T01:17:54.000Z	everyone	['1633638207744102401']	55	0	0	0	0				
2510	[{'type': 'replied_to', 'id': '1633626658249777154'}]	1633638018660827136	1633626658249777154	1323212850	en	@SenatorRisch Hilarious statement from a man who voted twice to allow the most criminal, mob-boss president in American History to stay in power. Also, thank you for supporting DC statehood. Crime is a local problem and shouldn't be managed by federal bureaucrats. Risch is for DC Statehood!	2023-03-09T01:17:09.000Z	everyone	['1633638018660827136']	1	1	25	0	247	1096059529			
2511	[{'type': 'retweeted', 'id': '1633555853310586882'}]	1633637994740568066	1633637994740568066	93796931	en	RT @ChrisVanHollen: DC deserves statehood. But until that happens, I won’t stopping fighting for the right to self-determination &amp; full dem…	2023-03-09T01:17:04.000Z	everyone	['1633637994740568066']	55	0	0	0	0				
2512	[{'type': 'retweeted', 'id': '1633555853310586882'}]	1633637886779064320	1633637886779064320	16338705	en	RT @ChrisVanHollen: DC deserves statehood. But until that happens, I won’t stopping fighting for the right to self-determination &amp; full dem…	2023-03-09T01:16:38.000Z	everyone	['1633637886779064320']	55	0	0	0	0				
2513	[{'type': 'retweeted', 'id': '1633510888450793479'}]	1633637785302179841	1633637785302179841	3113668621	en	"RT @DCStatehoodPAC: We support candidates who support DC statehood and local autonomy, regardless of party. 

We will not donate to candida…"	2023-03-09T01:16:14.000Z	everyone	['1633637785302179841']	17	0	0	0	0				
2514		1633637653571678211	1633637653571678211	83915318	en	"I feel absolutely betrayed by a lot of Democrats right now, but I feel especially betrayed by my former favorite Senator, @brianschatz @SenBrianSchatz.

You said you support DC statehood, but then you voted against our rights today.

Unfollowed. You're a traitor and a hypocrite."	2023-03-09T01:15:42.000Z	everyone	['1633637653571678211']	0	0	0	0	46				
2515	[{'type': 'replied_to', 'id': '1633545054483521552'}]	1633637624886747136	1633545054483521552	1497783358339887107	en	"@KeithOlbermann Idiot also signed amicus brief backing TX lawsuit to SCOTUS to overturn the 2020 election results of 4 states. Voted against trump impeachment, against investigating Jan 6 attack, and is against DC statehood because it's a power grab ""to increase the number of Democrat Senators."""	2023-03-09T01:15:35.000Z	everyone	['1633637624886747136']	0	0	0	0	3	130617778			
2516	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633637580615852034	1633637580615852034	2400182578	en	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	2023-03-09T01:15:25.000Z	everyone	['1633637580615852034']	80	0	0	0	0				
2517	[{'type': 'retweeted', 'id': '1633558160559538177'}]	1633637516346621953	1633637516346621953	3230920029	en	RT @CMRobertWhiteDC: Proud to join the native Washingtonians @HarrietsDreams who organized todays #HandsOffDC rally and stand united with m…	2023-03-09T01:15:10.000Z	everyone	['1633637516346621953']	10	0	0	0	0				
2518	[{'type': 'replied_to', 'id': '1633634511035441154'}]	1633637409274355712	1633633807092908032	40108388	en	@AlisonHornDC @HeyMandoKay Is it just: fuck you? 😂😂 that would be mine. Though I suppose making it clear that the reason is because of their anti-democratic statehood vote would help. 😂 https://t.co/gAesHUcvgB	2023-03-09T01:14:44.000Z	everyone	['1633637409274355712']	0	1	3	0	149	1343769718411436033	01fbe706f872cb32		
2519	[{'type': 'retweeted', 'id': '1633635812142112768'}]	1633637381554294784	1633637381554294784	3230920029	en	RT @SenatorCardin: Just because we have the power to intervene, doesn't mean we should. I stand with the people of the District of Columbia…	2023-03-09T01:14:37.000Z	everyone	['1633637381554294784']	10	0	0	0	0				
2520		1633637298318319617	1633637298318319617	830639454062858240	en	if they actually cared about the people of DC they’d have fucking passed statehood already	2023-03-09T01:14:18.000Z	everyone	['1633637298318319617']	0	0	0	0	46				
2521	[{'type': 'replied_to', 'id': '1633627178524094465'}]	1633637290227679234	1633627178524094465	1603448484916473856	en	@TheLeoTerrell A Pro-Friendly Crime Bill by the same cretins that want statehood 🙄	2023-03-09T01:14:16.000Z	everyone	['1633637290227679234']	0	0	0	0	4	1212806053907185664			
2522	[{'type': 'retweeted', 'id': '1633625526001598466'}]	1633637111390773248	1633637111390773248	1617533625787883520	en	RT @FeverPotomac: A massive bipartisan rebuke for the minor league @councilofdc and statehood.This is what happens when you only include ce…	2023-03-09T01:13:33.000Z	everyone	['1633637111390773248']	19	0	0	0	0				
2523	[{'type': 'retweeted', 'id': '1633296740320268292'}]	1633636851478335489	1633636851478335489	1630789196758786054	en	RT @Greenwood1922: By July 1, California’s Reparations Task Force must finish its report on the harms African Americans have faced since st…	2023-03-09T01:12:31.000Z	everyone	['1633636851478335489']	5	0	0	0	0				
2524	[{'type': 'retweeted', 'id': '1633629960387567616'}]	1633636498795819008	1633636498795819008	1321935545690431489	en	RT @igorbobic: “And if Republicans are finally ready to address crime instead of blow hot air, then John is ready to work with them. John s…	2023-03-09T01:11:07.000Z	everyone	['1633636498795819008']	39	0	0	0	0				
2525	[{'type': 'retweeted', 'id': '1633623199245008899'}]	1633636350783102976	1633636350783102976	1262259924505169920	en	"RT @AncestorsMic202: We will never get statehood because:
1. You don't address homeless washingtonians first
2. You want illegal immigrants…"	2023-03-09T01:10:32.000Z	everyone	['1633636350783102976']	1	0	0	0	0				
2526	[{'type': 'retweeted', 'id': '1633585307189755905'}]	1633636324615000065	1633636324615000065	1580636719921389568	en	RT @BrianHirsh1: Protester arrested as demonstrators confront police at D.C. statehood rally ahead of Senate vote on crime bill https://t.c…	2023-03-09T01:10:25.000Z	everyone	['1633636324615000065']	3	0	0	0	0				
2527	[{'type': 'replied_to', 'id': '1633092908327874563'}]	1633636280142557185	1633092908327874563	1171512571003752449	en	@SecBlinken @Tzachi_Hanegbi Restoring calm with literal Nazis. How novel. Offered them statehood 5x in last 75 years, each time they refused. Formal statehood would bring scrutiny to their truly egregious kleptocracy/ Arab nationalism	2023-03-09T01:10:15.000Z	everyone	['1633636280142557185']	1	1	1	0	56	1350150750966603777			
2528	[{'type': 'retweeted', 'id': '1633621467941445633'}]	1633636222944915458	1633636222944915458	894750053104893953	en	RT @AthertonKD: Statehood for DC	2023-03-09T01:10:01.000Z	everyone	['1633636222944915458']	11	0	0	0	0				
2529	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633636143446081539	1633636143446081539	1221404700785901573	en	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	2023-03-09T01:09:42.000Z	everyone	['1633636143446081539']	80	0	0	0	0				
2530	[{'type': 'retweeted', 'id': '1633635812142112768'}]	1633635970724646913	1633635970724646913	233155321	en	RT @SenatorCardin: Just because we have the power to intervene, doesn't mean we should. I stand with the people of the District of Columbia…	2023-03-09T01:09:01.000Z	everyone	['1633635970724646913']	10	0	0	0	0				
2531	[{'type': 'retweeted', 'id': '1633635812142112768'}]	1633635837802848257	1633635837802848257	825359465826353153	en	RT @SenatorCardin: Just because we have the power to intervene, doesn't mean we should. I stand with the people of the District of Columbia…	2023-03-09T01:08:29.000Z	everyone	['1633635837802848257']	10	0	0	0	0				
2532		1633635812142112768	1633635812142112768	109071031	en	Just because we have the power to intervene, doesn't mean we should. I stand with the people of the District of Columbia, their right to home rule and ultimately, statehood. #DCStatehood	2023-03-09T01:08:23.000Z	everyone	['1633635812142112768']	10	7	59	1	2518				
2533	[{'type': 'retweeted', 'id': '1633625994052399106'}]	1633635682274123777	1633635682274123777	816011957849337856	en	RT @DemocracyDocket: “D.C. statehood is the only way to ensure American citizens living in Washington, D.C. have full representation in Con…	2023-03-09T01:07:52.000Z	everyone	['1633635682274123777']	95	0	0	0	0				
2534	[{'type': 'replied_to', 'id': '1633633941776113665'}]	1633635643971588096	1633623199245008899	601490162	en	"So to end this thread 
Does statehood really matter when you're a Black woman who has no chance in fighting the FILIBUSTER BIDEN AGREED UPON KEEPING?
IM MEAN GET REAL WOMAN."	2023-03-09T01:07:43.000Z	everyone	['1633635643971588096']	0	0	0	0	12	601490162			
2535	[{'type': 'retweeted', 'id': '1633627246412824576'}]	1633635620156219393	1633635620156219393	2872228285	en	RT @LWV: We stand with the residents of Washington, DC, in their quest for statehood, as we continue to advocate for all American voters, r…	2023-03-09T01:07:37.000Z	everyone	['1633635620156219393']	20	0	0	0	0				
2536	[{'type': 'retweeted', 'id': '1633555853310586882'}]	1633635559657594880	1633635559657594880	2808752439	en	RT @ChrisVanHollen: DC deserves statehood. But until that happens, I won’t stopping fighting for the right to self-determination &amp; full dem…	2023-03-09T01:07:23.000Z	everyone	['1633635559657594880']	55	0	0	0	0				
